"service_id";"service_class_id";"service_name";"agency";"street";"city";"state";"zipcode";"country";"url";"contact_phone";"contact_name";"contact_email";"contract_address"
1014;2;"Deer Hill Expeditions";"";"PO Box 180";"Mancos";"CO";"81328";"USA";"www.deerhillexpeditions.com";"";"";"";""
2001;3;"Lytton Gardens Senior Communities";"";"437 Webster Street";"Palo Alto";"CA";"94301";"USA";"www.lyttongardens.org";"";"";"";""
2002;3;"Jewish Community Center - Senior";"";"4000 Middlefield";"Palo Alto";"CA";"94303";"USA";"www.paloaltojcc.org";"";"";"";""
2003;3;"Peninsula Jewish Teen Community Foundadtion";"";"5150 El Camino Real suit D11";"Los Altos";"CA";"94022";"USA";"www.sfjcf.org/";"";"";"";""
2004;3;"VA Palo Alto";"";"3801 Miranda Ave";"Palo Alto";"CA";"94304";"USA";"www.palo-alto.med.va.gov/";"";"";"";""
2005;3;"Special Olympics - Senior Games";"";"1445 Koll circle, Suite 104 ";"San Jose";"CA";"95112";"USA";"www.specialolympics.org/leaders.aspx";"";"";"";""
3001;4;"Marine Science Institute";"";"500 Discovery Parkway";"Redwood City";"CA";"94063";"USA";"www.sfbaymsi.org";"";"";"";""
3002;3;"Westwind Riding Institute";"";"27210 Altamont Rod";"Los Altos Hills";"CA";"94022";"USA";"";"";"";"";""
3003;4;"Palo Alto Animal Service";"";"3281 E. Bayshore Rd";"Palo Alto";"CA";"94303";"USA";"www.cityofpaloalto.org";"";"";"";""
3004;4;"Nine Lives Foundation";"";"3016 Rolison Road";"Redwood City";"CA";"94063";"USA";"www.ninelivesfoundation.org/";"";"";"";""
3005;4;"San Francisco Zoo";"";"1 Zoo Road";"San Francisco";"CA";"94132";"USA";"www.sfzoo.org";"";"";"";""
3006;4;"Palo Alto Junior Museum and Zoo";"";"1451 Middlefield Road";"Palo Alto";"CA";"94301";"USA";"www.cityofpaloalto.org";"";"";"";""
6001;4;"Canopy";"";"3921 East Bayshore Road";"Palo Alto";"CA";"94303";"USA";"www.canopy.org";"";"";"";""
6002;4;"San Mateo County";"Department of Parks";"455 County Center, 4th Floor";"Redwood City";"CA";"94063";"USA";"www.co.sanmateo.ca.us/portal/site/parks/";"650-599-1721";"";"";""
6003;4;"Tahoe Meadows";"";"";"South Lake Tahoe";"CA";"";"USA";"www.tahoemeadows.org/";"";"";"";""
6004;4;"Rebuilding Together Penninsula";"";"841 Kaynyne Street";"Redwood City";"CA";"94063-3000";"USA";"www.rebuildingtogetherpeninsula.org";"";"";"";""
6005;4;"Regenerative Science Institute";"";"1230 Bordeaux Ave";"Sunnyvale";"CA";"94089";"USA";"www.regensci.org/";"";"";"";""
6006;6;"Esperanza";"";"717 3rd Avenue";"Chula Vista";"CA";"91910";"USA";"";"";"";"";""
6007;4;"Jasper Ridge Biological Preserve";"Stanford University";"Gilbert 410";"Stanford";"CA";"94301";"USA";"jrbp.stanford.edu/";"";"";"";""
6008;4;"Save the Bay";"";"350 Frank A. Ogawa Plaza";"South Oakland";"CA";"94609";"USA";"www.savesfbay.org";"";"";"";""
6009;4;"Acterra";"";"3921 E. Bayshore";"Palo Alto";"CA";"94303";"USA";"www.acterra.org/";"";"";"";""
6010;6;"Habitat for Humanity";"";"690 Broadway Street";"Redwood City";"CA";"94063";"USA";"www.habitat.org/";"";"";"";""
6011;6;"Rustic Pathways";"";"P.O. Box 1150";"Willoughby";"OH";"44096";"USA";"www.rusticpathways.com/";"";"";"";""
6012;6;"Volunteer Maintenance Club";"";"128 Academia Rd. Sec. 2, NanKang";" Taipei";"";"";"Taiwan";"";"";"";"";""
6013;4;"EHC Lifebuilders";"EHC Lifebuilders";"507 Valley Way";"Milpitas";"CA";"95035";"";"";"408-963-2322";"Carson Kimberley";"";""
7001;8;"American Red Cross";"Palo Alto Chapter";"400 Mitchell Lane";"Palo Alto";"CA";"94301";"USA";"www.siliconvalley-redcross.org";"877-727-6771";"";"";"Sillicon Valley Chapter, 2731 North 1st Street, San Jose, CA 95134"
7003;8;"American Disaster Relief";"";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.facebook.com/americandisasterrelief";"";"";"";""
7005;3;"Abilities United";"";"525 East Charleston";"Palo Alto";"CA";"94306";"USA";"www.abilitiesunited.org";"650-320-8237";"";"";"3864 Middlefield Road, Palo Alto, CA 94303-4716"
7006;7;"Lucile Packard Children's Hospital";"";"770 welch road, suite 150";"Palo Alto";"CA";"94304";"USA";"www.lpch.org/";"";"";"";""
7008;7;"Stanford Unv. Medical Center Auxillary";"";"300 Pasteur Drive";"Palo Alto";"CA";"94304";"USA";"www.stanfordhospital.org /Volunteering";"";"";"";""
7009;7;"El Camino Hospital";"";"2500 Grant Road";"Mountain View";"CA";"94304";"USA";"www.elcaminohospital.org/";"650-940-7000";"";"";""
7010;7;"American Cancer Society";"";"243 Main Street";"Los Altos";"CA";"94022";"USA";"www.cancer.org/";"";"";"";""
7011;7;"Laguna Honda Hospital";"";"375 Laguna Honda Blvd";"San Francisco";"CA";"94116";"USA";"www.lagunahonda.org/";"";"";"";""
7012;8;"International Health Care Volunteers";"";"P.O. Box 8231";"Trenton";"NJ";"08650";"USA";"www.ihcv.org/";"";"";"";""
7013;1;"Partner In Education - PIE";"";"25 Churchill Ave.";"Palo Alto";"CA";"94306";"USA";"www.papie.org/index.html";"650-329-3990";"";"";""
7014;1;"Escondido Elementary School";"";"890 Escondido Road";"Stanford";"CA";"94305";"USA";"www.escondidoschool.org/";"650-856-1337";"";"";""
7015;1;"Palo Alto Library";"";"1213 Newell Road";"Palo Alto";"CA";"94303";"USA";"www.cityofpaloalto.org/depts/lib/default.asp";"650-329-2436";"";"";""
7016;10;"PALY Key-Club";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7017;1;"Dance Visions";"Dance Visions";"4000 Middlefield Road, Cubberly center L-3";"Palo Alto";"CA";"94306";"USA";"www.danceaction.org/home.html";"650-858-2005";"";"";""
7018;1;"Girl Scouts of America";"Palo Alto chapter";"1120 Hopkins Avenue";"Palo Alto";"CA";"94301";"USA";"";"650-853-9692";"Suzanne Bell";"";""
7020;1;"Grace Luthern Church of Palo Alto";"";"3149 Waverly Street";"Palo Alto";"CA";"94301";"USA";"";"650-494-1212";"Melissa Johnson";"";""
7021;1;"Friends of Palo Alto Library";"";"4000 Middlefield Road";"Palo Alto";"CA";"94306";"USA";"";"650-213-8755";"Jerry Stone";"";""
7022;1;"Valley Christian Schools";"San Jose";"100 Skyway Drive";"San Jose";"CA";"95111";"USA";"";"408-559-4400";"Antette Lare";"";""
7023;9;"Second Harvest Food Bank";"";"151 Bing Street";"Santa Clara";"CA";"94070";"USA";"";"650-610-0800";"Rita Guntern";"";""
7024;1;"Camp Galileo";"";"3279 Lakeshore Avenue";"Oakland";"CA";"94610";"USA";"";"510-595-7293";"Anne Hefflinger";"";""
7025;9;"My NewRed Shoes";"Menlo Park";"P.O. Box 1264";"Menlo Park";"CA";"94026";"USA";"";"415-990-0146";"Meridith Ackley";"";""
7026;8;" South Peninsula Jewish Community Teen Center";"";"6150 El Camino Real, Suite D-11";"Los Altos";"CA";"940222";"USA";"";"";"";"";""
7027;2;"Silicon Valley Bicycle Coalition";"Bay Area";"P.O. Box 8447";"San Jose";"CA";"95155";"USA";"";"408-287-7259";"David Fork";"";""
7028;1;"Korean Emmanuel Presbyterian Church";"";"4435 Fortran Drive";"San Jose";"CA";"95134";"USA";"www.sjkepc.org";"408-263-5100";"Derek H Song";"";""
7029;1;"PALY Music Booster";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"650-329-3893";"Jeff Willner";"";""
7030;2;"PALY Softball Booster";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7031;7;"Stanford Blood Center";"";"780 Welch Road, Suite 100";"Palo Alto";"CA";"94304";"USA";"";"650-725-4440";"Michele Scroggins";"";""
7032;6;"Casaverde Ministries";"";"5 Avenue, 6-32 Zona 8";"Villa Nueva";"";"";"Guatemala";"";"";"Christopher Schoff";"casaverde@cotrmellbounne.com";""
7033;2;"Sail Caribbean";"";"256 Main Street, #1203";"Northport";"NY";"11768";"USA";"www.sailcaribbean.com";"863-299-8967";"Eileen Rothschild";"Eileen_Rothschild@yahoo.com";""
7034;4;"Alliance for Climate Protection";"";"860 El Camino Real, Suite 400";"Menlo Park";"CA";"94025";"USA";"";"650-543-7341";"Melissa Foley";"";""
7035;9;"Home of Hope Inc.";"";"190 Tobin Clark Drive";"Hillsborough";"CA";"94010";"USA";"";"650-520-3204";"Nilima Sabhasmal";"";""
7036;1;"PALY Sculpture Department";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"David Camnon";"";""
7037;3;"Ice Oasis";"Special Skater's Program";"3140 Bay Road";"Redwood City";"CA";"94063";"USA";"www.iceoasis.com";"650-364-8090";"Susan Blaisdell";"";""
7038;1;"Sino Language Gateway";"";"P.O. Box 23634 ";"San Jose";"CA ";"95153 ";"USA";"www.sinolanguage.com";"408-360-9958";"";"";""
7039;1;"Peach Foundation";"";"1098 Marlin Ave. ";"Foster City";"CA";"94404";"USA";"";"650-688-0415";"Trish Bubenik";"";""
7041;1;"Presbyterian Church";"Children's Ministry";"950 Santa Cruz Ave. ";"Menlo Park";"CA";"94025";"USA";"";"650-323-8647";"Chris Dorst";"";""
7042;8;"New Global Citizens";"";"2610 Mission Street, Suite 502";"San Francisco";"CA";"94110";"USA";"";"510-59307549";"Becky Bycer";"";""
7043;1;"Palo Alto Chamber Orchestra";"";"4000 Middlefield Rd. #M1";"Palo Alto";"CA";"94306";"USA";"";"650-856-3848";"Linh Tran";"";""
7044;4;"San Mateo County Parks";"";"455 County Center, 4th Floor";"Redwood City";"CA";"94063";"USA";"www.co.sanmateo.ca.us/portal/site/parks/";"650-363-4020";"David Holland";"dholland@co.sanmateo.ca.us";""
7045;1;"Palo Alto Children's Theatre";"";"1305 Middlefield Road";"Palo Alto";"CA";"94301";"USA";"";"650-463-4930";"Emika Abe";"";""
7046;1;"PALY Historical Reenactmets";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"650-329-3836";"Mike McGovern";"";""
7047;9;"Diocese of San Jose Urban Plunge";"Santa Clara county";"3290 Middlefield Road";"Palo Alto";"CA";"94306";"USA";"";"650-494-2496";"Rob Manfrey";"";""
7048;9;"Ecumenical Hunger Program";"";"2411 Pulgas Ave.";"East Palo Alto";"CA";"94303";"USA";"";"650-323-7781";"Donald Hcnter";"";""
7049;1;"Pacific Coast Kids";"";"1525 Middlefiled Road";"Palo Atlo";"CA";"94301";"USA";"";"650-321-5697";"Alan Clark";"";""
7050;7;"Family Practice Medical Associates";"";"455 O'Conner Drive , Suite 200";"San Jose";"CA";"95128";"USA";"";"408-995-5453";"Michael Henehan";"";""
7051;9;"Inn Vision Urban Ministry of Palo Alto";"";"33 Encina Avenue";"Palo Alto";"CA";"94301";"USA";"";"";"";"";""
7052;1;"Midpeninsula Media Center";"";"900 San Antonio Road";"Palo Alto";"CA";"94303";"USA";"";"650-494-8686";"Danielle Fairbarin";"";""
7053;1;"Silver Ting Thing";"";"544 Moon Clinton Road";"Moon Township";"PA";"15108";"USA";"www.Silverringthing.com
";"";"";"";""
7054;4;"city of Los Altos Recreation Department";"";"97 Hillview";"Los Altos";"CA";"94022";"USA";"";"650-947-2790";"Hung S. Nguyen";"";""
7055;1;"The Friendship Circle";"";"3900 Fsbian Way";"Palo Alto";"CA";"94303";"USA";"";"650-858-6990";"Chanie Robbinds";"";""
7056;1;"Kenndyn Camps";"Sequel";"8205 Glen Haver Road";"Sequel";"CA";"";"";"";"831-479-6714";"Chris Woodrow";"";""
7057;1;"PALY-Associated Student Body";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7058;1;"PALY CCC - College and Career Center";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7059;1;"PALY ARC";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7060;1;"PALY- YCS";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7061;1;"Art at PALY";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7062;9;"Urban Ministry of Palo Alto";"";"P.O. Box 702";"Palo Alto";"CA";"94302";"USA";"www.umpa.org";"650-853-8697";"Brooke Scharnke";"";""
7063;1;"East Palo Alto Phoenix Academy";"";"1848C Bay Road";"East Palo Alto";"CA";"94303";"USA";"www.epapa.org/";"650)-325-1460 ";"";"";""
7064;1;"PALY Debate Club";"PALY";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"";"";"";""
7065;5;"Children International Summer Village  - CSIV";"CSIV - USA";"1375 Kemper Meadow Drive, Suite 9-B";"Cincinnati";"OH";"45240";"USA";"www.cisvusa.org/";"888-CISV-USA";"";"";""
7066;2;"Foothill Tennis and Swimming Club";"";"3351 Miranda Ave";"Palo Alto";"CA";"94304";"USA";"www.foothills-club.org/club/scripts/view/view_directions.asp?GRP=593&NS=PUBLIC&APP=60";"650-493-8540";"";"";""
7067;9;"My New Red Shoes";"Burlingame";"111 Anza Blvd., Suite 110";"Burlingame";"CA";"94010";"USA";"www.mynewredshoes.org/";"650-241-3911";"";"";""
7068;9;"Society of St. Vincent de Paul";"";"58 Progress Parkway";"St. Louis";"MO";"63043";"USA";"www.svdpusa.org/";"314-576-3993";"";"usacouncil@svdpusa.org";""
7069;1;"Palo Alto World Music Day";"";"";"Palo Alto";"CA";"";"USA";"www.pamusicday.org";"";"";"info@pamusicday.org";""
7070;7;"Mental Research Institute - MRI";"";"555 Middlefield Rd";"Palo Alto";"CA";"94301";"USA";"www.mri.org";"650-321-3055";"";"mri@mri.org";""
7071;1;"Jordan Middle School";"";"750 North California Avenue";"Palo Alto";"CA";"94303";"USA";"www.jordan.pausd.org/";"650-494-8120";"";"";""
7072;2;"Eichler Swim and Tennis Club";"";"3539 Louis Road";"Palo Alto";"CA";"94303";"USA";"eichlerclub.com";"650-494-6521";"";"";""
7073;1;"Santa Clara Muslim Community Center";"";"";"";"";"";"";"www.mcabayarea.org/";"";"";"";""
7074;4;"Environmental Protection Society";"";"";"";"";"";"";"";"";"";"";""
7075;4;"Volunteers for Ecological Environment";"";"";"";"";"";"";"";"";"";"";""
7076;7;"Taiwan Foundation for Blind";"";"";"";"";"";"";"";"";"";"";""
7077;1;"Junior Counselor Camp - city of Palo Alto";"LUcie Stern Community Center";"";"Palo Alto";"";"";"";"";"";"";"";""
7078;1;"PALY math tutor";"";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"";"";"";"";""
7079;1;"wisdom Camp";"";"";"";"";"";"";"";"";"";"";""
7080;5;"Office of California State -San Jose Simitian";"";"";"";"";"";"";"";"";"";"";""
7081;1;"Camp Chretien Francais";"";"";"";"";"";"";"";"";"";"";""
7082;4;"Acentra";"";"";"";"";"";"";"";"";"";"";""
7083;3;"Senior Games";"";"";"";"";"";"";"";"";"";"";""
7084;3;"Sunrise Senior Living";"";"";"";"";"";"";"";"";"";"";""
7085;7;"Muscular Dystrophy Association";"";"";"";"";"";"";"";"";"";"";""
7086;1;"PALY InFocus Television Network";"";"";"";"";"";"";"";"";"";"";""
7087;2;"PALY-Sports";"";"";"";"";"";"";"";"";"";"";""
7088;1;"PALY Parking";"";"";"";"";"";"";"";"";"";"";""
7089;1;"Gunn High School";"";"";"";"";"";"";"";"";"";"";""
7090;1;"JLS Middle School";"";"";"";"";"";"";"";"";"";"";""
7091;7;"Stanford Bipolar Clinic";"";"";"";"";"";"";"";"";"";"";""
7092;1;"ASACA";"";"";"";"";"";"";"";"http://www.asaca-usa.org/";"";"";""
7093;1;"Stanford University";"";"";"";"";"";"";"";"";"";"";""
7094;1;"Boys and Girls Club of the Peninsula";"";"";"";"";"";"";"";"";"";"";""
7095;1;"RAFT";"";"1355 Ridder Park Drive";"San Jose";"CA";"95131";"USA";"www.raft.net";"408-451-1420";"";"";""
7096;1;"Palo Alto Buddhist Temple";"";"2751 Louis Road";"Palo Alto";"CA";"94303";"USA";"www.pabt.org";"650-856-9130";"";"";""
7097;1;"PALY - Palo Alto High School";"";"50 Embarcadero Road";"Palo Alto";"CA";"94301";"USA";"www.paly.net";"650-329-3701";"";"";""
7098;1;"City of Palo Alto";"";"250 Hamilton Ave";"Palo Alto";"CA";"94301";"USA";"www.cityofpaloalto.org";"650-329-2100";"";"";""
7099;1;"Invision";"";"";"";"";"";"";"";"";"";"";""
7100;1;"Duveneck Elementary School";"";"";"";"";"";"";"";"";"";"";""
7101;7;"American Heart Association";"";"";"";"";"";"";"";"";"";"";""
7102;2;"PALY PE";"";"";"";"";"";"";"";"";"";"";""
7103;3;"Junior Blind of America";"";"";"";"";"";"";"";"";"";"";""
7104;1;"chinese community Center-SF";"San Francisco";"1199 Mason Street";"San Francisco";"CA";"94108";"USA";"";"415-292-2017";"";"";""
7105;7;"Menlo Park VA";"";"";"";"";"";"";"";"";"";"";""
7106;4;"Springdown Equestrian Center";"Portola Valley";"725 Portola Road";"Portola Valley";"CA";"94028";"USA";"www.springdown.com";"650-851-1114";"";"";""
7107;7;"Crane Club";"";"";"";"";"";"";"";"";"";"";""
7108;10;"United Nation Association";"";"";"";"";"";"";"";"";"";"";""
7109;1;"American Language/Culture School";"";"";"";"";"";"";"";"";"";"";""
7110;2;"Skate school @Belmont iceland";"";"815 Old County Eoad";"Belmont";"CA";"94002";"";"";"650-592-0533";"Alyssa Lewis";"";""
7111;7;"American Diabetes Association";"";"";"";"";"";"";"";"";"";"";""
7112;7;"Chinese Hospital at San Francisco";"";"";"";"";"";"";"";"";"";"";""
7113;1;"Silicon Valley Alliance Church-Life Orchestra";"";"";"";"";"";"";"";"";"";"";""
7114;2;"children's discovery museum";"";"";"";"";"";"";"";"";"";"";""
7115;4;"Deel Hill Expeditions";"";"";"";"";"";"";"";"";"";"";""
7116;1;"San Jose State University";"";"";"";"";"";"";"";"";"";"";""
7117;1;"Los Altos Library";"";"";"";"";"";"";"";"";"";"";""
7118;2;"Water Polo Junior Olympics";"";"";"";"";"";"";"";"";"";"";""
7119;2;"Best Buddies Challenges at Hearst Castle";"";"";"";"";"";"";"";"";"";"";""
7120;1;"Castilleja School";"";"";"";"";"";"";"";"";"";"";""
7121;5;"Sillicon Valley Community Foundation";"";"";"";"";"";"";"";"";"";"";""
7122;1;"Boy Scouts of America";"";"1150 Chess Dr";"Foster City";"CA";"94404";"";"www.scouting.org/";"650-341-5633";"";"";""
7123;1;"Chinese Church in Christ Mountain View";"CCiC MV";"920 Sierra Vista Avenue";"Mountain View";"CA";"94043";"USA";"www.ccic.org/mv/about_ccic-mv.htm";"650-968-2900";"";"";""
7124;1;"Menlo Park Library";"";"";"";"";"";"";"";"";"";"";""
7125;3;"Recording for the Blind and Dyslexic";"RFB&D";"";"";"";"";"";"";"";"";"";""
7126;1;"PAUSD";"";"";"";"";"";"";"";"http://www/rfbd.org";"";"volunteer@rfbd.org";""
7127;1;"EF Education Home Stay Program";"";"";"";"";"";"";"";"";"";"";""
7128;1;"people to people";"";"";"";"";"";"";"";"";"";"";""
7129;1;"San Jose Tech Museum";"";"";"";"";"";"";"";"";"";"";""
7130;2;"peninsula youth theatre";"";"";"";"";"";"";"";"";"";"";""
7131;1;"Copper Creek Camp";"";"887 Williams Valley Rd";"greensville";"ca";"95947";"usa";"www.coppercreek.com";"530-284-7617";"";"";""
7132;1;"Fly Young";"";"1177 Laurelwood Rd.";"Santa Clara";"CA";"";"USA";"www.fly-young.org";"";"James Wang";"rolccjames@yahoo.com";""
7133;3;"Summer's Excellent Adventures";"City of Palo Alto";"";"palo alto";"ca";"94301";"usa";"www.cityofpaloalto.org";"650-463-4953";"Minka van der Zwaag";"";""
7134;2;"Stanfrod water polo club";"";"";"palo alto";"CA";"";"USA";"www.stanfordwaterpoloclub.com";"";"";"";""
7135;9;"Abundant Life Assembly of God";"";"";"";"";"";"";"";"";"";"";""
7136;1;"spanish immersion program association at Palo Alto";"SIPAPA";"";"palo alto";"ca";"";"";"www.SIPAPA.org";"";"";"SIPAPA.info@gmail.com ";""
7137;1;"Student Conservation Association";"thesca";"1230 Preservation Parkway";"Oakland";"ca";"94612";"usa";"www.thesca.org";"510-832-1966";"Jay Watson";"";""
7138;9;"SEVA Foundation";"SEVA";"1786 Fifth Street";"Berkerley";"CA";"94710";"USA";"www.seva.org";"510-845-7382";"";"";""
7139;1;"Camp Winnarainbow";"";"";"Berkerley";"CA";"";"USA";"www.campwinnarainbow.org";"";"";"arainbow@mcn.org";""
7140;7;"Children's Helath Council";"";"650 Clark Way";"Palo Alto";"CA";"94304";"USA";"www.chonline.org";"650-326-5530";"";"";""
7141;4;"Camp Bizsmart";"";"";"Palo Alto";"CA";"";"USA";"www.campbizsmart.org";"800-475-0869";"";"";""
7142;1;"San Francisco Conservertory of Music";"SFCM";"50 Oak Street";"San Francisco";"CA";"94102";"USA";"www.sfcm.edu";"415-864-7326";"";"";""
7143;1;"The Perlman Music Program";"";"";"";"CA";"";"";"www.perlmanmusicprogram.org/";"";"";"";""
